,Pclass,Age,SibSp,Parch,Fare,Cabin,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S
1161,1.0,0.574094951773,0.0,0.0,0.146862017625,True,0.0,1.0,1.0,0.0,0.0
1162,3.0,0.372180103561,0.0,0.0,0.0151269925665,False,0.0,1.0,0.0,1.0,0.0
1163,1.0,0.323562570462,1.0,0.0,0.266975218278,True,1.0,0.0,1.0,0.0,0.0
1164,3.0,0.372180103561,1.0,0.0,0.030253985133,False,1.0,0.0,0.0,1.0,0.0
1165,3.0,0.372180103561,0.0,0.0,0.014102260812,False,0.0,1.0,1.0,0.0,0.0
1166,2.0,0.248402856069,1.0,0.0,0.0507486202231,False,1.0,0.0,0.0,0.0,1.0
1167,2.0,0.348615808593,0.0,0.0,0.0204946350901,False,0.0,1.0,0.0,0.0,1.0
1168,2.0,0.498935237379,1.0,0.0,0.0507486202231,False,0.0,1.0,0.0,0.0,1.0
1169,2.0,0.373669046724,1.0,0.0,0.0409892701802,False,0.0,1.0,0.0,0.0,1.0
1170,2.0,0.2734560942,0.0,0.0,0.0204946350901,False,0.0,1.0,0.0,0.0,1.0
1171,3.0,0.285982713266,0.0,0.0,0.0169080739493,False,1.0,0.0,0.0,0.0,1.0
1172,3.0,0.007265439058,1.0,1.0,0.0268870093682,False,0.0,1.0,0.0,0.0,1.0
1173,3.0,0.372180103561,0.0,0.0,0.0151269925665,False,1.0,0.0,0.0,1.0,0.0
1174,3.0,0.110610046348,1.0,1.0,0.0297578197768,False,1.0,0.0,1.0,0.0,0.0
1175,3.0,0.0229237128899,1.0,1.0,0.0394521725484,False,1.0,0.0,0.0,0.0,1.0
1176,3.0,0.448828761117,0.0,0.0,0.0141510575622,False,0.0,1.0,0.0,0.0,1.0
1177,3.0,0.372180103561,0.0,0.0,0.0141510575622,False,0.0,1.0,0.0,0.0,1.0
1178,1.0,0.298509332331,1.0,0.0,0.160573904435,True,0.0,1.0,0.0,0.0,1.0
1179,3.0,0.372180103561,0.0,0.0,0.014110458666,True,0.0,1.0,1.0,0.0,0.0
1180,3.0,0.372180103561,0.0,0.0,0.0157125535691,False,0.0,1.0,0.0,0.0,1.0
1181,1.0,0.372180103561,0.0,0.0,0.0772940523398,False,0.0,1.0,0.0,0.0,1.0
1182,3.0,0.373669046724,0.0,0.0,0.0135654965596,False,1.0,0.0,0.0,1.0,0.0
1183,3.0,0.372180103561,0.0,0.0,0.014110458666,False,0.0,1.0,1.0,0.0,0.0
1184,1.0,0.661781285231,1.0,1.0,0.159776760723,True,0.0,1.0,0.0,0.0,1.0
1185,3.0,0.448828761117,0.0,0.0,0.0185427650815,False,0.0,1.0,0.0,0.0,1.0
1186,3.0,0.323562570462,0.0,0.0,0.0154115752137,False,0.0,1.0,0.0,0.0,1.0
1187,2.0,0.0103970938244,1.0,2.0,0.0811571934608,False,1.0,0.0,1.0,0.0,0.0
1188,3.0,0.372180103561,2.0,0.0,0.04231498029,False,0.0,1.0,1.0,0.0,0.0
1189,1.0,0.373669046724,0.0,0.0,0.0888100853904,False,0.0,1.0,0.0,0.0,1.0
1190,3.0,0.361142427659,0.0,0.0,0.0153303774214,False,0.0,1.0,0.0,0.0,1.0
1191,3.0,0.398722284855,0.0,0.0,0.0151757893167,False,0.0,1.0,0.0,0.0,1.0
1192,2.0,0.372180103561,0.0,0.0,0.0293674457751,True,0.0,1.0,1.0,0.0,0.0
1193,2.0,0.536515094576,0.0,1.0,0.0409892701802,False,0.0,1.0,0.0,0.0,1.0
1194,3.0,0.298509332331,0.0,0.0,0.0169080739493,False,0.0,1.0,0.0,0.0,1.0
1195,3.0,0.372180103561,0.0,0.0,0.0151269925665,False,1.0,0.0,0.0,1.0,0.0
1196,1.0,0.799574094952,1.0,1.0,0.0518221487278,True,1.0,0.0,0.0,0.0,1.0
1197,1.0,0.373669046724,1.0,2.0,0.2958058998,True,0.0,1.0,0.0,0.0,1.0
1198,3.0,0.00826756858324,0.0,1.0,0.0182499845802,False,0.0,1.0,0.0,0.0,1.0
1199,1.0,0.686834523362,1.0,1.0,0.182499845802,True,0.0,1.0,0.0,0.0,1.0
1200,3.0,0.561568332707,1.0,0.0,0.0275375676421,False,1.0,0.0,0.0,0.0,1.0
1201,3.0,0.223349617938,0.0,0.0,0.0169080739493,False,0.0,1.0,0.0,0.0,1.0
1202,3.0,0.2734560942,0.0,0.0,0.014102260812,False,0.0,1.0,1.0,0.0,0.0
1203,3.0,0.372180103561,0.0,0.0,0.014785415315,False,0.0,1.0,0.0,0.0,1.0
1204,3.0,0.461355380183,0.0,0.0,0.0151269925665,False,1.0,0.0,0.0,1.0,0.0
1205,1.0,0.686834523362,0.0,0.0,0.264738570435,True,1.0,0.0,1.0,0.0,0.0
1206,3.0,0.210822998873,0.0,0.0,0.0150943963374,False,1.0,0.0,0.0,1.0,0.0
1207,1.0,0.711887761493,1.0,0.0,0.285989555153,True,0.0,1.0,1.0,0.0,0.0
1208,2.0,0.235876237004,0.0,0.0,0.0204946350901,False,0.0,1.0,0.0,0.0,1.0
1209,3.0,0.336089189528,0.0,0.0,0.0153303774214,False,0.0,1.0,0.0,0.0,1.0
1210,2.0,0.2734560942,2.0,0.0,0.0614839052703,False,0.0,1.0,0.0,0.0,1.0
1211,3.0,0.323562570462,0.0,0.0,0.0151757893167,False,0.0,1.0,0.0,0.0,1.0
1212,3.0,0.311035951397,0.0,0.0,0.014110458666,True,0.0,1.0,1.0,0.0,0.0
1213,2.0,0.323562570462,0.0,0.0,0.0253743101115,True,0.0,1.0,0.0,0.0,1.0
1214,1.0,0.411248903921,0.0,0.0,0.0518221487278,False,0.0,1.0,0.0,0.0,1.0
1215,1.0,0.486408618314,0.0,0.0,0.412503327938,False,1.0,0.0,0.0,0.0,1.0
1216,3.0,0.285982713266,0.0,0.0,0.0137606835605,False,0.0,1.0,0.0,0.0,1.0
1217,2.0,0.148189903545,2.0,1.0,0.0761229303346,True,1.0,0.0,0.0,0.0,1.0
1218,1.0,0.574094951773,0.0,0.0,0.15458810468,False,0.0,1.0,1.0,0.0,0.0
1219,2.0,0.361142427659,1.0,0.0,0.0507486202231,False,0.0,1.0,0.0,0.0,1.0
1220,2.0,0.260929475135,0.0,0.0,0.0253743101115,False,0.0,1.0,0.0,0.0,1.0
1221,2.0,0.599148189904,0.0,2.0,0.0717312228153,False,1.0,0.0,0.0,0.0,1.0
1222,1.0,0.486408618314,0.0,0.0,0.0579705392548,True,0.0,1.0,1.0,0.0,0.0
1223,3.0,0.372180103561,0.0,0.0,0.014102260812,False,0.0,1.0,1.0,0.0,0.0
1224,3.0,0.235876237004,1.0,1.0,0.0307257521141,False,1.0,0.0,1.0,0.0,0.0
1225,3.0,0.336089189528,0.0,0.0,0.0154115752137,False,0.0,1.0,0.0,0.0,1.0
1226,1.0,0.373669046724,0.0,0.0,0.0507486202231,True,0.0,1.0,0.0,0.0,1.0
1227,2.0,0.398722284855,0.0,0.0,0.0253743101115,False,0.0,1.0,0.0,0.0,1.0
1228,3.0,0.486408618314,0.0,2.0,0.014110458666,False,0.0,1.0,1.0,0.0,0.0
1229,2.0,0.311035951397,0.0,0.0,0.0614839052703,False,0.0,1.0,0.0,0.0,1.0
1230,3.0,0.372180103561,0.0,0.0,0.014110458666,False,0.0,1.0,1.0,0.0,0.0
1231,2.0,0.223349617938,0.0,0.0,0.0204946350901,False,0.0,1.0,0.0,0.0,1.0
1232,3.0,0.398722284855,0.0,0.0,0.014793613169,False,0.0,1.0,0.0,0.0,1.0
1233,3.0,0.372180103561,1.0,9.0,0.135752559097,False,0.0,1.0,0.0,0.0,1.0
1234,1.0,0.724414380559,0.0,1.0,1.0,True,1.0,0.0,1.0,0.0,0.0
1235,3.0,0.372180103561,1.0,1.0,0.0283021151244,False,0.0,1.0,0.0,0.0,1.0
1236,3.0,0.198296379807,0.0,0.0,0.0149318055656,False,1.0,0.0,0.0,0.0,1.0
1237,2.0,0.323562570462,0.0,0.0,0.0253743101115,False,0.0,1.0,0.0,0.0,1.0
1238,3.0,0.473881999248,0.0,0.0,0.014110458666,False,1.0,0.0,1.0,0.0,0.0
1239,2.0,0.298509332331,0.0,0.0,0.0263502451158,False,0.0,1.0,0.0,0.0,1.0
1240,2.0,0.38619566579,0.0,0.0,0.0409892701802,False,1.0,0.0,0.0,0.0,1.0
1241,1.0,0.561568332707,0.0,1.0,0.123667165565,True,1.0,0.0,1.0,0.0,0.0
1242,2.0,0.311035951397,0.0,0.0,0.0204946350901,False,0.0,1.0,0.0,0.0,1.0
1243,2.0,0.223349617938,0.0,0.0,0.143462445631,False,0.0,1.0,0.0,0.0,1.0
1244,2.0,0.611674808969,1.0,2.0,0.126871550558,False,0.0,1.0,0.0,0.0,1.0
1245,3.0,0.0,1.0,2.0,0.0401597254265,False,1.0,0.0,0.0,0.0,1.0
1246,1.0,0.624201428035,0.0,0.0,0.0507486202231,True,0.0,1.0,0.0,0.0,1.0
1247,1.0,0.736940999624,2.0,0.0,0.100480706546,True,1.0,0.0,0.0,0.0,1.0
1248,3.0,0.372180103561,0.0,0.0,0.0153791741716,False,0.0,1.0,0.0,0.0,1.0
1249,3.0,0.372180103561,0.0,0.0,0.0151269925665,False,0.0,1.0,0.0,1.0,0.0
1250,3.0,0.373669046724,1.0,0.0,0.0303515786334,False,1.0,0.0,0.0,0.0,1.0
1251,3.0,0.179506451209,8.0,2.0,0.135752559097,False,0.0,1.0,0.0,0.0,1.0
1252,2.0,0.298509332331,1.0,1.0,0.0722273881715,False,1.0,0.0,1.0,0.0,0.0
1253,2.0,0.38619566579,0.0,0.0,0.0409892701802,False,1.0,0.0,0.0,0.0,1.0
1254,3.0,0.336089189528,0.0,0.0,0.0169080739493,False,0.0,1.0,0.0,0.0,1.0
1255,1.0,0.311035951397,1.0,0.0,0.108214991455,True,1.0,0.0,1.0,0.0,0.0
1256,3.0,0.372180103561,1.0,9.0,0.135752559097,False,1.0,0.0,0.0,0.0,1.0
1257,3.0,0.372180103561,1.0,0.0,0.0282207221451,False,0.0,1.0,1.0,0.0,0.0
1258,3.0,0.2734560942,0.0,0.0,0.0774648409655,False,1.0,0.0,0.0,0.0,1.0
1259,1.0,0.561568332707,0.0,1.0,0.11594107851,False,1.0,0.0,1.0,0.0,0.0
1260,2.0,0.361142427659,0.0,0.0,0.0270496001399,False,0.0,1.0,1.0,0.0,0.0
1261,2.0,0.260929475135,1.0,0.0,0.0224465050987,False,0.0,1.0,0.0,0.0,1.0
1262,1.0,0.38619566579,0.0,0.0,0.262526516154,True,1.0,0.0,1.0,0.0,0.0
1263,1.0,0.611674808969,0.0,0.0,0.0,True,0.0,1.0,0.0,0.0,1.0
1264,2.0,0.549041713641,0.0,0.0,0.0253743101115,False,0.0,1.0,0.0,0.0,1.0
1265,1.0,0.674307904297,1.0,1.0,0.159776760723,True,1.0,0.0,0.0,0.0,1.0
1266,1.0,0.561568332707,0.0,0.0,0.512121893501,False,1.0,0.0,1.0,0.0,0.0
1267,3.0,0.2734560942,2.0,0.0,0.0169080739493,False,1.0,0.0,0.0,0.0,1.0
1268,2.0,0.260929475135,0.0,0.0,0.0224465050987,False,0.0,1.0,0.0,0.0,1.0
1269,1.0,0.686834523362,0.0,0.0,0.097593500429,True,0.0,1.0,0.0,0.0,1.0
1270,3.0,0.0605035700864,4.0,2.0,0.0612643198943,False,0.0,1.0,0.0,0.0,1.0
1271,3.0,0.372180103561,0.0,0.0,0.0151269925665,False,0.0,1.0,0.0,1.0,0.0
1272,3.0,0.323562570462,0.0,0.0,0.0153791741716,False,0.0,1.0,0.0,1.0,0.0
1273,3.0,0.372180103561,0.0,0.0,0.0283021151244,False,1.0,0.0,0.0,0.0,1.0
1274,3.0,0.235876237004,1.0,0.0,0.0314251071381,False,1.0,0.0,0.0,0.0,1.0
1275,2.0,0.372180103561,0.0,0.0,0.0251303263605,False,0.0,1.0,0.0,0.0,1.0
1276,2.0,0.298509332331,1.0,2.0,0.126871550558,False,1.0,0.0,0.0,0.0,1.0
1277,3.0,0.298509332331,0.0,0.0,0.0151757893167,False,0.0,1.0,0.0,0.0,1.0
1278,2.0,0.711887761493,0.0,0.0,0.0253743101115,False,0.0,1.0,0.0,0.0,1.0
1279,3.0,0.260929475135,0.0,0.0,0.0151269925665,False,0.0,1.0,0.0,1.0,0.0
1280,3.0,0.0730301891519,3.0,1.0,0.0411356604308,False,0.0,1.0,0.0,0.0,1.0
1281,1.0,0.285982713266,0.0,0.0,0.182499845802,True,0.0,1.0,0.0,0.0,1.0
1282,1.0,0.6367280471,0.0,1.0,0.0769036783381,True,1.0,0.0,0.0,0.0,1.0
1283,3.0,0.160716522611,0.0,2.0,0.0395253676738,False,0.0,1.0,0.0,0.0,1.0
1284,2.0,0.586621570838,0.0,0.0,0.0204946350901,False,0.0,1.0,0.0,0.0,1.0
1285,3.0,0.361142427659,3.0,1.0,0.042989936939,False,0.0,1.0,0.0,0.0,1.0
1286,1.0,0.223349617938,1.0,0.0,0.117112200515,True,1.0,0.0,0.0,0.0,1.0
1287,3.0,0.298509332331,0.0,0.0,0.0141510575622,False,0.0,1.0,0.0,1.0,0.0
1288,1.0,0.599148189904,1.0,1.0,0.15458810468,True,1.0,0.0,1.0,0.0,0.0
1289,3.0,0.2734560942,0.0,0.0,0.0151757893167,False,0.0,1.0,0.0,0.0,1.0
1290,3.0,0.38619566579,0.0,0.0,0.0150943963374,False,0.0,1.0,0.0,1.0,0.0
1291,1.0,0.373669046724,0.0,0.0,0.321798367144,True,1.0,0.0,0.0,0.0,1.0
1292,2.0,0.473881999248,1.0,0.0,0.0409892701802,False,0.0,1.0,0.0,0.0,1.0
1293,1.0,0.2734560942,0.0,1.0,0.11594107851,False,1.0,0.0,1.0,0.0,0.0
1294,1.0,0.210822998873,0.0,0.0,0.0919330774041,False,0.0,1.0,0.0,0.0,1.0
1295,1.0,0.536515094576,1.0,0.0,0.0541073981339,True,0.0,1.0,1.0,0.0,0.0
1296,2.0,0.248402856069,0.0,0.0,0.0270577979939,True,0.0,1.0,1.0,0.0,0.0
1297,2.0,0.285982713266,1.0,0.0,0.0204946350901,False,0.0,1.0,0.0,0.0,1.0
1298,1.0,0.624201428035,1.0,1.0,0.412820506815,True,0.0,1.0,1.0,0.0,0.0
1299,3.0,0.372180103561,0.0,0.0,0.0150699979622,False,1.0,0.0,0.0,1.0,0.0
1300,3.0,0.0354503319554,1.0,1.0,0.0268870093682,False,1.0,0.0,0.0,0.0,1.0
1301,3.0,0.372180103561,0.0,0.0,0.0151269925665,False,1.0,0.0,0.0,1.0,0.0
1302,1.0,0.461355380183,1.0,0.0,0.175668300772,True,1.0,0.0,0.0,1.0,0.0
1303,3.0,0.348615808593,0.0,0.0,0.0151757893167,False,1.0,0.0,0.0,0.0,1.0
1304,3.0,0.372180103561,0.0,0.0,0.0157125535691,False,0.0,1.0,0.0,0.0,1.0
1305,1.0,0.486408618314,0.0,0.0,0.212558643934,True,1.0,0.0,1.0,0.0,0.0
1306,3.0,0.480145308781,0.0,0.0,0.0141510575622,False,0.0,1.0,0.0,0.0,1.0
1307,3.0,0.372180103561,0.0,0.0,0.0157125535691,False,0.0,1.0,0.0,0.0,1.0
1308,3.0,0.372180103561,1.0,1.0,0.0436404952128,False,0.0,1.0,1.0,0.0,0.0
